File Version,Model,Hardware Type,Data Logger Name,Serial Number,Sample Rate,Total Alarms
2,EL-SIE-6+,4,EasyLog,24f228015fce29fa,900,0,

Channel Number,Channel Name,Channel Type
1,Temperature,1
2,Humidity,2
3,Pressure,3
4,Dew Point,4

Channel Number,Channel Name,Alarm Type,High Threshold,Low Threshold,Delay,Hold

Reading,Date / Time (UTC),Temperature (°C),Humidity (%RH),Pressure (mbar),Dew Point (°C),
1442,2025/01/30 12:39:35,27.08,25.6,1009.76,5.71,
1443,2025/01/30 12:54:35,27.08,25.6,1009.63,5.71,
1444,2025/01/30 13:09:35,27.15,25.6,1009.69,5.77,
1445,2025/01/30 13:24:35,27.16,25.6,1009.66,5.78,
1446,2025/01/30 13:39:35,27.21,25.6,1009.58,5.82,
1447,2025/01/30 13:54:35,27.23,25.6,1009.61,5.83,
1448,2025/01/30 14:09:35,27.23,25.6,1009.59,5.83,
1449,2025/01/30 14:24:35,27.29,25.7,1009.64,5.94,
1450,2025/01/30 14:39:35,27.32,25.6,1009.66,5.91,
1451,2025/01/30 14:54:35,27.36,25.6,1009.72,5.94,
1452,2025/01/30 15:09:35,27.35,25.7,1009.87,5.99,
1453,2025/01/30 15:24:35,27.36,25.7,1009.98,6.00,
1454,2025/01/30 15:39:35,27.45,25.7,1009.94,6.08,
1455,2025/01/30 15:54:35,27.47,25.7,1009.94,6.09,
1456,2025/01/30 16:09:35,27.55,25.7,1009.97,6.16,
1457,2025/01/30 16:24:35,27.60,25.7,1009.92,6.20,
1458,2025/01/30 16:39:35,27.53,25.7,1010.00,6.14,
1459,2025/01/30 16:54:35,27.39,25.8,1010.06,6.08,
1460,2025/01/30 17:09:35,27.39,25.8,1010.10,6.08,
1461,2025/01/30 17:24:35,27.43,25.8,1010.04,6.12,
1462,2025/01/30 17:39:35,27.49,25.8,1010.01,6.17,
1463,2025/01/30 17:54:35,27.52,25.8,1009.82,6.19,
1464,2025/01/30 18:09:35,27.53,25.8,1009.61,6.20,
1465,2025/01/30 18:24:35,27.53,25.7,1009.57,6.14,
1466,2025/01/30 18:39:35,27.53,25.6,1009.60,6.09,
1467,2025/01/30 18:54:35,27.60,25.5,1009.52,6.09,
1468,2025/01/30 19:09:35,27.70,25.3,1009.43,6.06,
1469,2025/01/30 19:24:35,27.80,25.2,1009.54,6.09,
1470,2025/01/30 19:39:35,27.77,25.1,1009.67,6.01,
1471,2025/01/30 19:54:35,27.70,25.1,1009.46,5.95,
1472,2025/01/30 20:09:35,27.70,25.0,1009.55,5.89,
1473,2025/01/30 20:24:35,27.73,25.0,1009.56,5.91,
1474,2025/01/30 20:39:35,27.77,24.9,1009.48,5.89,
1475,2025/01/30 20:54:35,27.74,24.9,1009.44,5.87,
1476,2025/01/30 21:09:35,27.71,24.9,1009.39,5.84,
1477,2025/01/30 21:24:35,27.73,24.8,1009.23,5.80,
1478,2025/01/30 21:39:35,27.76,24.7,1008.98,5.76,
1479,2025/01/30 21:54:35,27.80,24.5,1008.83,5.68,
1480,2025/01/30 22:09:35,27.80,24.3,1008.71,5.56,
1481,2025/01/30 22:24:35,27.74,24.2,1008.58,5.45,
1482,2025/01/30 22:39:35,27.77,24.2,1008.53,5.48,
1483,2025/01/30 22:54:35,27.70,24.2,1008.47,5.42,
1484,2025/01/30 23:09:35,27.66,24.1,1008.20,5.33,
1485,2025/01/30 23:24:35,27.61,24.1,1008.18,5.28,
1486,2025/01/30 23:39:35,27.56,24.1,1008.13,5.24,
1487,2025/01/30 23:54:35,27.50,24.1,1008.18,5.19,
1488,2025/01/31 00:09:35,27.43,24.2,1008.25,5.19,
1489,2025/01/31 00:24:35,27.36,24.4,1008.18,5.25,
1490,2025/01/31 00:39:35,27.35,24.5,1008.02,5.30,
1491,2025/01/31 00:54:35,27.28,24.6,1007.90,5.30,
1492,2025/01/31 01:09:35,27.22,24.7,1007.63,5.31,
1493,2025/01/31 01:24:35,27.19,24.8,1007.49,5.34,
1494,2025/01/31 01:39:35,27.21,24.8,1007.38,5.36,
1495,2025/01/31 01:54:35,27.18,24.9,1007.36,5.39,
1496,2025/01/31 02:09:35,27.22,24.9,1007.49,5.42,
1497,2025/01/31 02:24:35,27.22,24.9,1007.48,5.42,
1498,2025/01/31 02:39:35,27.22,24.9,1007.40,5.42,
1499,2025/01/31 02:54:35,27.19,24.9,1007.43,5.40,
1500,2025/01/31 03:09:35,27.18,25.0,1007.49,5.45,
1501,2025/01/31 03:24:35,27.13,25.0,1007.56,5.41,
1502,2025/01/31 03:39:35,27.16,25.0,1007.56,5.43,
1503,2025/01/31 03:54:35,27.13,24.9,1007.44,5.35,
1504,2025/01/31 04:09:35,27.12,25.0,1007.58,5.40,
1505,2025/01/31 04:24:35,27.19,25.0,1007.82,5.46,
1506,2025/01/31 04:39:35,27.18,25.0,1008.09,5.45,
1507,2025/01/31 04:54:35,27.18,25.0,1008.43,5.45,
1508,2025/01/31 05:09:35,27.22,24.9,1008.70,5.42,
1509,2025/01/31 05:24:35,27.22,25.0,1008.97,5.48,
1510,2025/01/31 05:39:35,27.18,25.0,1009.29,5.45,
1511,2025/01/31 05:54:35,27.16,25.0,1009.29,5.43,
1512,2025/01/31 06:09:35,27.12,25.0,1009.45,5.40,
1513,2025/01/31 06:24:35,27.12,24.9,1009.73,5.34,
1514,2025/01/31 06:39:35,27.16,24.8,1010.41,5.32,
1515,2025/01/31 06:54:35,27.16,24.7,1010.72,5.26,
1516,2025/01/31 07:09:35,27.18,24.7,1010.90,5.28,
1517,2025/01/31 07:24:35,27.16,24.8,1011.08,5.32,
1518,2025/01/31 07:39:35,27.15,24.9,1011.42,5.37,
1519,2025/01/31 07:54:35,27.00,25.1,1011.61,5.36,
1520,2025/01/31 08:09:35,26.95,25.3,1012.02,5.43,
1521,2025/01/31 08:24:35,26.92,25.4,1012.33,5.46,
1522,2025/01/31 08:39:35,26.99,25.4,1012.37,5.52,
1523,2025/01/31 08:54:35,27.00,25.5,1012.46,5.58,
1524,2025/01/31 09:09:35,27.06,25.6,1012.78,5.69,
1525,2025/01/31 09:24:35,27.10,25.6,1012.87,5.72,
1526,2025/01/31 09:39:35,27.16,25.7,1013.38,5.83,
1527,2025/01/31 09:54:35,27.16,25.8,1013.39,5.89,
1528,2025/01/31 10:09:35,27.13,25.9,1013.60,5.92,
1529,2025/01/31 10:24:35,27.16,26.0,1014.03,6.00,
1530,2025/01/31 10:39:35,27.15,26.0,1014.34,5.99,
1531,2025/01/31 10:54:35,27.15,26.1,1014.52,6.05,
1532,2025/01/31 11:09:35,27.13,26.1,1014.77,6.03,
1533,2025/01/31 11:24:35,27.15,26.1,1014.98,6.05,
1534,2025/01/31 11:39:35,27.12,26.2,1014.94,6.08,
1535,2025/01/31 11:54:35,27.15,26.3,1014.93,6.16,
1536,2025/01/31 12:09:35,27.16,26.3,1014.92,6.17,
1537,2025/01/31 12:24:35,27.18,26.4,1014.89,6.24,
1538,2025/01/31 12:39:35,27.23,26.4,1015.02,6.28,
1539,2025/01/31 12:54:35,27.26,26.4,1015.24,6.30,
1540,2025/01/31 13:09:35,27.33,26.5,1015.23,6.42,
1541,2025/01/31 13:24:35,27.35,26.5,1015.31,6.44,
1542,2025/01/31 13:39:35,27.36,26.5,1015.09,6.45,
1543,2025/01/31 13:54:35,27.42,26.5,1015.37,6.50,
1544,2025/01/31 14:09:35,27.43,26.5,1015.60,6.50,
1545,2025/01/31 14:24:35,27.45,26.5,1015.87,6.52,
1546,2025/01/31 14:39:35,27.49,26.5,1015.98,6.56,
1547,2025/01/31 14:54:35,27.47,26.5,1015.87,6.54,
1548,2025/01/31 15:09:35,27.47,26.6,1015.90,6.59,
1549,2025/01/31 15:24:35,27.52,26.6,1015.96,6.64,
1550,2025/01/31 15:39:35,27.55,26.7,1015.92,6.72,
1551,2025/01/31 15:54:35,27.59,26.7,1016.07,6.75,
1552,2025/01/31 16:09:35,27.50,29.3,1016.01,8.03,
